Date,Simulated Outflow,
20170812,1,
20170813,1,
20170814,1,
20170815,1,
20170816,1,
20170817,1,
20170818,1,
20170819,1,
20170820,1,
20170821,1,
20170822,1,
20170823,1,
20170824,1,
20170825,1,
20170826,1,
20170827,1,
20170828,1,
20170829,1,
20170830,1,
20170831,1,
20170901,1,
20170902,1,
20170903,1,
20170904,1,
20170905,1,
20170906,1,
20170907,1,
20170908,1,
20170909,1,
20170910,1,
20170911,1,
20170912,1,
20170913,1,
20170914,1,
20170915,5,
20170916,10,
20170917,13,
20170918,13,
20170919,13,
20170920,14,
20170921,28,
20170922,31,
20170923,8,
20170924,1,
20170925,1,
20170926,2,
20170927,2,
20170928,1,
20170929,1,
20170930,1,
20171001,1,
20171002,1,
20171003,1,
20171004,1,
20171005,1,
20171006,1,
20171007,1,
20171008,1,
20171009,1,
20171010,1,
20171011,1,
20171012,1,
20171013,1,
20171014,1,
20171015,1,
20171016,1,
20171017,1,
20171018,1,
20171019,1,
20171020,1,
20171021,1,
20171022,4,
20171023,10,
20171024,8,
20171025,8,
20171026,8,
20171027,9,
20171028,9,
20171029,12,
20171030,12,
20171031,12,
20171101,15,
20171102,2,
20171103,1,
20171104,1,
20171105,1,
20171106,1,
20171107,1,
20171108,1,
20171109,1,
20171110,1,
20171111,1,
20171112,1,
20171113,1,
20171114,1,
20171115,1,
20171116,1,
20171117,1,
20171118,1,
20171119,1,
20171120,1,
20171121,1,
20171122,1,
20171123,1,
20171124,1,
20171125,1,
20171126,1,
20171127,1,
20171128,1,
20171129,1,
20171130,1,
20171201,1,
20171202,1,
20171203,1,
20171204,1,
20171205,1,
20171206,1,
20171207,1,
20171208,1,
20171209,1,
20171210,1,
20171211,1,
20171212,1,
20171213,1,
20171214,1,
20171215,11,
20171216,29,
20171217,43,
20171218,26,
20171219,84,
20171220,84,
20171221,79,
20171222,59,
20171223,51,
20171224,32,
20171225,30,
20171226,24,
20171227,13,
20171228,2,
20171229,2,
20171230,2,
20171231,2,
20180101,2,
20180102,0,
20180103,0,
20180104,0,
20180105,0,
20180106,0,
20180107,0,
20180108,0,
20180109,0,
20180110,0,
20180111,0,
20180112,0,
20180113,0,
20180114,0,
20180115,0,
20180116,0,
20180117,0,
20180118,0,
20180119,0,
20180120,0,
20180121,0,
20180122,0,
20180123,0,
20180124,0,
20180125,0,
20180126,0,
20180127,0,
20180128,0,
20180129,0,
20180130,0,
20180131,0,
20180201,0,
20180202,0,
20180203,0,
20180204,0,
20180205,0,
20180206,0,
20180207,46,
20180208,253,
20180209,392,
20180210,350,
20180211,531,
20180212,358,
20180213,427,
20180214,427,
20180215,418,
20180216,185.5,
20180217,0.7132,
20180218,0.7202,
20180219,0.7222,
20180220,0.7279,
20180221,0.7168,
20180222,0.7045,
20180223,0.7175,
20180224,0.5718,
20180225,0.5862,
20180226,0.5539,
20180227,0.5065,
20180228,0.5019,
20180301,0.4574,
20180302,0.4418,
20180303,0.4001,
20180304,0.2675,
20180305,0.2615,
20180306,0.2671,
20180307,0.2621,
20180308,0.246,
20180309,0.2521,
20180310,0.2514,
20180311,0.2459,
20180312,0.2309,
20180313,0.2307,
20180314,0.2664,
20180315,1.04,
20180316,0.6166,
20180317,0.5122,
20180318,0.5274,
20180319,1.047,
20180320,0.6375,
20180321,0.5612,
20180322,0.5139,
20180323,0.4771,
20180324,0.4326,
20180325,0.4299,
20180326,0.4005,
20180327,0.3906,
20180328,0.3595,
20180329,0.3297,
20180330,0.3298,
20180331,0.428,
20180401,0.3997,
20180402,0.3894,
20180403,8.822,
20180404,1.754,
20180405,1.043,
20180406,0.7891,
20180407,0.6935,
20180408,0.598,
20180409,0.5551,
20180410,0.5185,
20180411,0.534,
20180412,0.5627,
20180413,1.161,
20180414,0.804,
20180415,0.7621,
20180416,10.93,
20180417,2.278,
20180418,1.189,
20180419,0.9791,
20180420,3.062,
20180421,1.302,
20180422,1.073,
20180423,1.01,
20180424,0.9816,
20180425,0.9176,
20180426,0.8311,
20180427,0.695,
20180428,0.6201,
20180429,0.5777,
20180430,0.5265,
20180501,0.5316,
20180502,0.4984,
20180503,0.4348,
20180504,2.64,
20180505,0.8386,
20180506,0.6434,
20180507,0.6372,
20180508,0.6393,
20180509,6.7,
20180510,1.475,
20180511,3.901,
20180512,3.77,
20180513,2.809,
20180514,6.154,
20180515,2.635,
20180516,2.148,
20180517,1.894,
20180518,1.669,
20180519,1.629,
20180520,1.696,
20180521,1.575,
20180522,2.984,
20180523,1.832,
20180524,1.857,
20180525,21.25,
20180526,36,
20180527,22.87,
20180528,31.26,
20180529,35,
20180530,36,
20180531,37,
20180601,40,
20180602,43,
20180603,40,
20180604,31,
20180605,43,
20180606,45,
20180607,23.27,
20180608,45,
20180609,48,
20180610,49,
20180611,49,
20180612,43,
20180613,42,
20180614,46,
20180615,48,
20180616,50,
20180617,48,
20180618,48,
20180619,48,
20180620,48,
20180621,48,
20180622,48,
20180623,48,
20180624,48,
20180625,48,
20180626,48,
20180627,48,
20180628,48,
20180629,48,
20180630,48,
20180701,45,
20180702,39,
20180703,39,
20180704,39,
20180705,39,
20180706,39,
20180707,39,
20180708,12,
20180709,39,
20180710,39,
20180711,39,
20180712,39,
20180713,33,
20180714,27,
20180715,12,
20180716,9,
20180717,16,
20180718,16,
20180719,18,
20180720,13,
20180721,4,
20180722,1,
20180723,1,
20180724,1,
20180725,0,
20180726,0,
20180727,0,
20180728,0,
20180729,0,
20180730,0,
20180731,0,
20180801,0,
20180802,0,
20180803,0,
20180804,0,
20180805,0,
20180806,0,
20180807,0,
20180808,0,
20180809,0,
20180810,0,
20180811,0,
20180812,0,
20180813,0,
20180814,0,
20180815,0,
20180816,0,
20180817,0,
20180818,0,
20180819,0,
20180820,0,
20180821,0,
20180822,0,
20180823,0,
20180824,0,
20180825,0,
20180826,0,
20180827,0,
20180828,0,
20180829,0,
20180830,0,
20180831,0,
20180901,0,
20180902,0,
20180903,1,
20180904,1,
20180905,1,
20180906,1,
20180907,1,
20180908,1,
20180909,1,
20180910,1,
20180911,1,
20180912,1,
20180913,1,
20180914,1,
20180915,5,
20180916,10,
20180917,13,
20180918,13,
20180919,13,
20180920,14,
20180921,28,
20180922,31,
20180923,8,
20180924,1,
20180925,1,
20180926,2,
20180927,2,
20180928,1,
20180929,1,
20180930,1,
20181001,0,
20181002,0,
20181003,0,
20181004,0,
20181005,0,
20181006,0,
20181007,0,
20181008,0,
20181009,0,
20181010,32.18,
20181011,26.58,
20181012,24.32,
20181013,21.95,
20181014,20.9,
20181015,29.26,
20181016,29.76,
20181017,52.98,
20181018,27.46,
20181019,24.24,
20181020,80.13,
20181021,34.82,
20181022,21.67,
20181023,20.17,
20181024,19.34,
20181025,20.15,
20181026,19.57,
20181027,19.16,
20181028,18.74,
20181029,18.31,
20181030,17.48,
20181031,17.15,
20181101,17.49,
20181102,17.01,
20181103,19.03,
20181104,16.99,
20181105,14.95,
20181106,15.88,
20181107,15.65,
20181108,14.4,
20181109,14.37,
20181110,14.09,
20181111,13.05,
20181112,13.68,
20181113,12.54,
20181114,13.44,
20181115,14.08,
20181116,12.77,
20181117,13.71,
20181118,11.9,
20181119,11.88,
20181120,11.46,
20181121,11.05,
20181122,10.91,
20181123,10.28,
20181124,11.56,
20181125,13.45,
20181126,9.935,
20181127,9.497,
20181128,9.595,
20181129,9.189,
20181130,8.941,
20181201,8.693,
20181202,8.484,
20181203,8.473,
20181204,7.929,
20181205,7.463,
20181206,7.086,
20181207,7.192,
20181208,7.241,
20181209,7.151,
20181210,6.554,
20181211,6.434,
20181212,6.063,
20181213,6.19,
20181214,6.066,
20181215,5.581,
20181216,5.552,
20181217,4.899,
20181218,4.995,
20181219,5.111,
20181220,5.044,
20181221,4.804,
20181222,4.537,
20181223,4.389,
20181224,4.198,
20181225,5.702,
20181226,3.887,
20181227,4.718,
20181228,7.565,
20181229,3.711,
20181230,3.65,
20181231,3.601,
20190101,1.943,
20190102,3.141,
20190103,2.818,
20190104,1.897,
20190105,3.335,
20190106,3,
20190107,3,
20190108,3,
20190109,3,
20190110,3,
20190111,3,
20190112,1,
20190113,1,
20190114,1,
20190115,1,
20190116,1,
20190117,1,
20190118,1,
20190119,1,
20190120,1,
20190121,1,
20190122,1,
20190123,1,
20190124,1,
20190125,1,
20190126,1,
20190127,1,
20190128,1,
20190129,1,
20190130,1,
20190131,1,
20190201,1,
20190202,1,
20190203,1,
20190204,1,
20190205,1,
20190206,1,
20190207,1,
20190208,1,
20190209,1,
20190210,1,
20190211,1,
20190212,1,
20190213,1,
20190214,1,
20190215,1,
20190216,1,
20190217,1,
20190218,1,
20190219,1,
20190220,1,
20190221,15,
20190222,24,
20190223,24,
20190224,27,
20190225,28,
20190226,28,
20190227,34,
20190228,34,
20190301,34,
20190302,34,
20190303,38,
20190304,41,
20190305,34,
20190306,34,
20190307,34,
20190308,20,
20190309,0,
20190310,0,
20190311,476,
20190312,482,
20190313,499,
20190314,143,
20190315,97,
20190316,90,
20190317,90,
20190318,172,
20190319,113,
20190320,119,
20190321,59,
20190322,48,
20190323,58,
20190324,70,
20190325,94,
20190326,84,
20190327,91,
20190328,60,
20190329,51,
20190330,60,
20190331,46,
20190401,48,
20190402,48,
20190403,53,
20190404,65,
20190405,77,
20190406,113,
20190407,213,
20190408,424,
20190409,217,
20190410,207,
20190411,194,
20190412,240,
20190413,109,
20190414,78,
20190415,138,
20190416,75,
20190417,62,
20190418,56,
20190419,70,
20190420,81,
20190421,33,
20190422,28,
20190423,33,
20190424,36,
20190425,41,
20190426,41,
20190427,46,
20190428,47,
20190429,50,
20190430,41,
20190501,41,
20190502,41,
20190503,41,
20190504,41,
20190505,41,
20190506,41,
20190507,41,
20190508,41,
20190509,0,
20190510,0,
20190511,0,
20190512,0,
20190513,0,
20190514,11,
20190515,38,
20190516,20,
20190517,22,
20190518,22,
20190519,24,
20190520,16,
20190521,15,
20190522,15,
20190523,19,
20190524,35,
20190525,46,
20190526,43,
20190527,33,
20190528,58,
20190529,56,
20190530,56,
20190531,29,
20190601,29,
20190602,29,
20190603,29,
20190604,9,
20190605,9,
20190606,18,
20190607,40,
20190608,40,
20190609,40,
20190610,11.82,
20190611,1.17,
20190612,1.265,
20190613,1.382,
20190614,1.839,
20190615,1.75,
20190616,1.668,
20190617,1.517,
20190618,1.353,
20190619,1.457,
20190620,1.419,
20190621,1.501,
20190622,1.463,
20190623,1.348,
20190624,1.276,
20190625,1.158,
20190626,1.26,
20190627,1.197,
20190628,1.156,
20190629,1.083,
20190630,1.411,
20190701,1.578,
20190702,1.489,
20190703,5.329,
20190704,2.119,
20190705,11.54,
20190706,40,
20190707,30.33,
20190708,7.667,
20190709,6.031,
20190710,18.63,
20190711,5.908,
20190712,4.065,
20190713,4.413,
20190714,3.739,
20190715,3.565,
20190716,3.426,
20190717,3.458,
20190718,3.525,
20190719,3.821,
20190720,11.49,
20190721,13,
20190722,12,
20190723,7,
20190724,10,
20190725,10,
20190726,15,
20190727,17,
20190728,17,
20190729,13.04,
20190730,14.1,
20190731,9.395,
20190801,7,
20190802,1,
20190803,1,
20190804,1,
20190805,1,
20190806,1,
20190807,1,
20190808,1,
20190809,1,
20190810,1,
20190811,1,
20190812,1,
20190813,1,
20190814,1,
20190815,1,
20190816,1,
20190817,1,
20190818,1,
20190819,1,
20190820,1,
20190821,1,
20190822,1,
20190823,1,
20190824,1,
20190825,1,
20190826,1,
20190827,1,
20190828,1,
20190829,1,
20190830,1,
20190831,1,
20190901,1,
20190902,1,
20190903,1,
20190904,1,
20190905,1,
20190906,1,
20190907,1,
20190908,1,
20190909,1,
20190910,1,
20190911,1,
20190912,1,
20190913,1,
20190914,1,
20190915,1,
20190916,1,
20190917,1,
20190918,1,
20190919,1,
20190920,1,
20190921,1,
20190922,1,
20190923,1,
20190924,1,
20190925,1,
20190926,1,
20190927,1,
20190928,1,
20190929,1,
20190930,1,
20191001,1,
20191002,1,
20191003,1,
20191004,1,
20191005,0,
20191006,0,
20191007,0,
20191008,0,
20191009,0,
20191010,0,
20191011,0,
20191012,0,
20191013,1,
20191014,1,
20191015,1,
20191016,1,
20191017,1,
20191018,1,
20191019,1,
20191020,1,
20191021,3,
20191022,5,
20191023,8,
20191024,9,
20191025,8,
20191026,3,
20191027,3,
20191028,2,
20191029,1,
20191030,2,
20191031,2,
20191101,2,
20191102,2,
20191103,2,
20191104,2,
20191105,2,
20191106,2,
20191107,2,
20191108,2,
20191109,1,
20191110,1,
20191111,1,
20191112,1,
20191113,1,
20191114,1,
20191115,1,
20191116,1,
20191117,1,
20191118,1,
20191119,1,
20191120,1,
20191121,1,
20191122,1,
20191123,1,
20191124,1,
20191125,1,
20191126,2,
20191127,2,
20191128,2,
20191129,2,
20191130,2,
20191201,2,
20191202,2,
20191203,1,
20191204,1,
20191205,1,
20191206,0,
20191207,1,
20191208,1,
20191209,1,
20191210,1,
20191211,1,
20191212,1,
20191213,0,
20191214,1,
20191215,1,
20191216,1,
20191217,1,
20191218,1,
20191219,1,
20191220,1,
20191221,1,
20191222,1,
20191223,1,
20191224,1,
20191225,1,
20191226,1,
20191227,1,
20191228,1,
20191229,1,
20191230,1,
20191231,1,
20200101,1,
20200102,1,
20200103,1,
20200104,1,
20200105,1,
20200106,1,
20200107,1,
20200108,1,
20200109,1,
20200110,1,
20200111,0,
20200112,0,
20200113,0,
20200114,0,
20200115,0,
20200116,0,
20200117,0,
20200118,0,
20200119,0,
20200120,0,
20200121,0,
20200122,0,
20200123,0,
20200124,0,
20200125,0,
20200126,0,
20200127,0,
20200128,0,
20200129,0,
20200130,0,
20200131,0,
20200201,0,
20200202,0,
20200203,0,
20200204,0,
20200205,0,
20200206,0,
20200207,0,
20200208,0,
20200209,9,
20200210,1,
20200211,1,
20200212,1,
20200213,1,
20200214,1,
20200215,1,
20200216,20,
20200217,44,
20200218,24,
20200219,32,
20200220,77,
20200221,155,
20200222,283,
20200223,68,
20200224,46,
20200225,36,
20200226,36,
20200227,36,
20200228,52,
20200229,70,
20200301,42,
20200302,46,
20200303,57,
20200304,36,
20200305,32,
20200306,36,
20200307,46,
20200308,36,
20200309,41,
20200310,45,
20200311,50,
20200312,47,
20200313,54,
20200314,46,
20200315,48,
20200316,48,
20200317,22,
20200318,28,
20200319,28,
20200320,34,
20200321,31,
20200322,31,
20200323,45,
20200324,39,
20200325,33,
20200326,33,
20200327,33,
20200328,33,
20200329,33,
20200330,33,
20200331,42,
20200401,179,
20200402,349,
20200403,156,
20200404,117,
20200405,58,
20200406,36,
20200407,22,
20200408,38,
20200409,36,
20200410,36,
20200411,36,
20200412,36,
20200413,46,
20200414,36,
20200415,42,
20200416,52,
20200417,49,
20200418,49,
20200419,49,
20200420,49,
20200421,49,
20200422,33,
20200423,43,
20200424,31,
20200425,22,
20200426,67,
20200427,72,
20200428,41,
20200429,39,
20200430,39,
20200501,43,
20200502,43,
20200503,43,
20200504,43,
20200505,35,
20200506,28,
20200507,28,
20200508,36,
20200509,48,
20200510,21,
20200511,48,
20200512,55,
20200513,55,
20200514,52,
20200515,52,
20200516,53,
20200517,55,
20200518,52,
20200519,52,
20200520,43,
20200521,43,
20200522,45,
20200523,46,
20200524,48,
20200525,47,
20200526,9.795,
20200527,0.8417,
20200528,0.8887,
20200529,0.7632,
20200530,0.9375,
20200531,0.8206,
20200601,0.8093,
20200602,0.7507,
20200603,0.9477,
20200604,2.75,
20200605,1.272,
20200606,1.197,
20200607,1.205,
20200608,1.109,
20200609,1.018,
20200610,0.9518,
20200611,1.074,
20200612,2.595,
20200613,1.513,
20200614,3.008,
20200615,2.835,
20200616,2.028,
20200617,5.638,
20200618,12.11,
20200619,3.671,
20200620,2.681,
20200621,2.437,
20200622,9.953,
20200623,3.477,
20200624,2.485,
20200625,2.278,
20200626,2.127,
20200627,2.019,
20200628,0,
20200629,0,
20200630,0,
20200701,0,
20200702,0,
20200703,0,
20200704,0,
20200705,0,
20200706,0,
20200707,0,
20200708,0,
20200709,0,
20200710,0,
20200711,0,
20200712,0,
20200713,0,
20200714,0,
20200715,0,
20200716,0,
20200717,0,
20200718,0,
20200719,0,
20200720,0,
20200721,0,
20200722,0,
20200723,0,
20200724,0,
20200725,0,
20200726,0,
20200727,0,
20200728,0,
20200729,0,
20200730,0,
20200731,0,
20200801,0,
20200802,0,
20200803,0,
20200804,0,
20200805,0,
20200806,0,
20200807,0,
20200808,0,
20200809,0,
20200810,0,
20200811,0,
20200812,0,
20200813,0,
20200814,0,
20200815,0,
20200816,0,
20200817,0,
20200818,0,
20200819,0,
20200820,0,
20200821,0,
20200822,0,
20200823,0,
20200824,0,
20200825,0,
20200826,0,
20200827,0,
20200828,0,
20200829,0,
20200830,0,
20200831,0,
20200901,0,
20200902,0,
20200903,0,
20200904,0,
20200905,0,
20200906,0,
20200907,0,
20200908,0,
20200909,0,
20200910,0,
20200911,0,
20200912,0,
20200913,0,
20200914,0,
20200915,0,
20200916,0,
20200917,0,
20200918,0,
20200919,0,
20200920,0,
20200921,0,
20200922,0,
20200923,0,
20200924,0,
20200925,0,
20200926,0,
20200927,0,
20200928,0,
20200929,0,
20200930,0,
20201001,0,
20201002,0,
20201003,0,
20201004,0,
20201005,0,
20201006,0,
20201007,0,
20201008,0,
20201009,0,
20201010,0,
20201011,0,
20201012,0,
20201013,0,
20201014,0,
20201015,0,
20201016,0,
20201017,0,
20201018,0,
20201019,0,
20201020,0,
20201021,0,
20201022,0,
20201023,0,
20201024,0,
20201025,0,
20201026,0,
20201027,0,
20201028,0,
20201029,0,
20201030,0,
20201031,0,
20201101,0,
20201102,0,
20201103,0,
20201104,0,
20201105,0,
20201106,0,
20201107,0,
20201108,0,
20201109,0,
20201110,0,
20201111,0,
20201112,0,
20201113,0,
20201114,0,
20201115,0,
20201116,0,
20201117,0,
20201118,0,
20201119,0,
20201120,0,
20201121,0,
20201122,0,
20201123,0,
20201124,0,
20201125,0,
20201126,0,
20201127,0,
20201128,0,
20201129,0,
20201130,0,
20201201,0,
20201202,0,
20201203,0,
20201204,0,
20201205,0,
20201206,0,
20201207,0,
20201208,0,
20201209,0,
20201210,0,
20201211,0,
20201212,0,
20201213,0,
20201214,0,
20201215,0,
20201216,0,
20201217,0,
20201218,0,
20201219,0,
20201220,0,
20201221,0,
20201222,0,
20201223,0,
20201224,0,
20201225,0,
20201226,0,
20201227,0,
20201228,0,
20201229,0,
20201230,0,
20201231,0,
